"Username","Stimuli.Cue","affordance_parsed","word","lemma","POS.y"
"w10030828_aes","cliff","potential to fall over","fall","fall","VERB"
"w10030828_aes","cliff","potential to fall over","potential","potential","ADJ"
"w10030828_aes","cliff","risk","risk","risk","NOUN"
"w10121848","cliff","valley","valley","valley","NOUN"
"w10144257KW","clip","a paper","paper","paper","NOUN"
"w10144257KW","clip","coupons","coupons","coupons","NOUN"
"w10144257KW","clip","hair","hair","hair","NOUN"
"w10144257KW","clip","magazine","magazine","magazine","NOUN"
"w10144257KW","clip","nails","nails","nails","NOUN"
"w10144257KW","clip","newspaper","newspaper","newspaper","NOUN"
"w10121575KN","clipper","and cut through larger areas ","areas","area","NOUN"
"w10121575KN","clipper","and cut through larger areas ","cut","cut","VERB"
"w10121575KN","clipper","and cut through larger areas ","larger","larger","ADJ"
"w10121575KN","clipper","cut your nails and toes","cut","cut","VERB"
"w10121575KN","clipper","cut your nails and toes","nails","nails","NOUN"
"w10121575KN","clipper","cut your nails and toes","toes","toe","NOUN"
"w10140827_bms","clitoris","arousal for women","women","woman","NOUN"
"w10115532","clitoris","clean","clean","clean","VERB"
"w10140827_bms","clitoris","helps stimulate for orgasms","helps","help","VERB"
"w10140827_bms","clitoris","helps stimulate for orgasms","orgasms","orgasm","VERB"
"w10140827_bms","clitoris","helps stimulate for orgasms","stimulate","stimulate","VERB"
"w101333088_ccb","clitoris","masturbate","masturbate","masturbate","VERB"
"w10079390MW","clitoris","pleasure someone","pleasure","pleasure","VERB"
"w10079390MW","clitoris","pleasure someone","someone","someone","PRON"
"w10115532","clitoris","pleasure","pleasure","pleasure","VERB"
"w10115532","clitoris","pleasure","pleasure","pleasure","VERB"
"w101333088_ccb","clitoris","pleasure","pleasure","pleasure","VERB"
"w101333088_ccb","clitoris","pleasure","pleasure","pleasure","VERB"
"w101333088_ccb","clitoris","sex","sex","sex","VERB"
"w10079390MW","clitoris","stimulate","stimulate","stimulate","VERB"
"w10079390MW","clitoris","teach anatomy","anatomy","anatomy","NOUN"
"w10079390MW","clitoris","teach anatomy","teach","teach","VERB"
"w10053855_kns","cloak","hang","hang","hang","VERB"
"w10141284_kjb","cloak","sew","sew","sew","VERB"
"w10053855_kns","cloak","wear","wear","wear","VERB"
"w10053855_kns","cloak","wear","wear","wear","VERB"
"w10053855_kns","cloak","wear","wear","wear","VERB"
"w10130700_kac","cloak","wear","wear","wear","VERB"
"w10130700_kac","cloak","wear","wear","wear","VERB"
"w10130700_kac","cloak","wear","wear","wear","VERB"
"w10141284_kjb","cloak","wear","wear","wear","VERB"
"w10141284_kjb","cloak","wear","wear","wear","VERB"
"w10141284_kjb","cloak","wear","wear","wear","VERB"
"w10045505","closet","hide in","hide","hide","VERB"
"w10045505","closet","put clothes in","put","put","VERB"
"w10045505","closet","put shoes in","put","put","VERB"
"w10045505","closet","put shoes in","shoes","shoe","VERB"
"10106776AS","closet","shoes","shoes","shoe","VERB"
"w943584_nkw","cloth","clothing","clothing","clothing","NOUN"
"w10145509","cloth","wear","wear","wear","VERB"
"lillie.ealum@usm.edu","clothing","blouse","blouse","blouse","NOUN"
"w10085119","clothing","cover yourself","cover","cover","VERB"
"lillie.ealum@usm.edu","clothing","dress","dress","dress","NOUN"
"w10085119","clothing","give as a present ","give","give","VERB"
"w10085119","clothing","give as a present ","present","present","VERB"
"lillie.ealum@usm.edu","clothing","pants","pants","pants","NOUN"
"lillie.ealum@usm.edu","clothing","socks","socks","sock","NOUN"
"lillie.ealum@usm.edu","clothing","underwear","underwear","underwear","ADJ"
"w10140932","clove","cook","cook","cake","VERB"
"w10042527_rkw","clove","cooking","cooking","cook","VERB"
"w10042527_rkw","clove","making","making","make","VERB"
"w10011881DND","clover","bought","bought","buy","VERB"
"w10011881DND","clover","cooked","cooked","cook","VERB"
"w10104063_cmc","clover","decorate","decorate","decorate","VERB"
"w218848","clover","luck","luck","luck","NOUN"
"w10127945","clover","pick","pick","pick","VERB"
"w10127945","clover","pick","pick","pick","VERB"
"w10104063_cmc","clover","pick","pick","pick","VERB"
"w10104063_cmc","clover","pick","pick","pick","VERB"
"w10011881DND","clover","picked","picked","pick","VERB"
"w10011881DND","clover","stored","stored","store","VERB"
"w10104063_cmc","clover","wish","wish","wish","VERB"
"10115261_mmd","cloverleaf","luck","luck","luck","NOUN"
"w10134960_kac","cloverleaf","picked","picked","pick","VERB"
"w10122952BM","cloverleaf","use for luck ","luck","luck","VERB"
"w10122952BM","cloverleaf","use for luck ","use","use","VERB"
"w10134255","club","fancy","fancy","fancy","ADJ"
"w10115261_mmd","club","food","food","food","NOUN"
"w10135279_agl","club","fun","fun","fun","VERB"
"w10134255","club","golf","golf","golf","NOUN"
"w10135279_agl","club","group","group","group","NOUN"
"w10134255","club","old people","old","old","ADJ"
"w10134255","club","old people","people","people","NOUN"
"w10115261_mmd","club","party","party","party","NOUN"
"w10134255","club","place","place","place","NOUN"
"w10115261_mmd","club","sandwich ","sandwich","sandwich","NOUN"
"w10134255","club","sandwich","sandwich","sandwich","NOUN"
"w10135279_agl","club","sport","sport","sport","NOUN"
"10094962_mem","club","to hit golf","golf","golf","NOUN"
"10094962_mem","club","to hit golf","hit","hit","VERB"
"10094962_mem","club","to party at","party","party","NOUN"
"w10132314MGB","clubhouse","elite","elite","elite","ADJ"
"w10132516JAG","clubhouse","enter","enter","enter","VERB"
"w10132314MGB","clubhouse","golf","golf","golf","NOUN"
"w10132314MGB","clubhouse","member","member","member","NOUN"
"w10132314MGB","clubhouse","membership","membership","membership","NOUN"
"w10140827_bms","clubhouse","parties","parties","party","NOUN"
"w10132516JAG","clubhouse","party","party","party","VERB"
"w10140827_bms","clubhouse","pleasure children's play","play","play","VERB"
"w10140827_bms","clubhouse","pleasure children's play","pleasure","pleasure","VERB"
"w10140827_bms","clubhouse","sleepovers","sleepovers","sleepover","VERB"
"w10138416_eak","coal","burn","burn","burn","VERB"
"w10144509","coal","fire","fire","fire","VERB"
"10138868","coaster","decorate","decorate","decorate","VERB"
"10138868","coaster","place under drinkers","place","place","VERB"
"10138868","coaster","ride","ride","ride","VERB"
"w10042222@usm.edu","cobblestone","build with","build","build","VERB"
"w10145509_jh","cobblestone","build","build","build","VERB"
"w10042222@usm.edu","cobblestone","drive on","drive","drive","VERB"
"w10042222@usm.edu","cobblestone","move","move","move","VERB"
"w10043696_llc","cobblestone","paving","paving","pave","VERB"
"w10042222@usm.edu","cobblestone","run on","run","run","VERB"
"w10042222@usm.edu","cobblestone","touch","touch","touch","VERB"
"w10042222@usm.edu","cobblestone","walk on","walk","walk","VERB"
"w10045505","cobweb","blow on it","blow","blow","VERB"
"10106776AS","cobweb","corner","corner","corner","NOUN"
"w10045505","cobweb","eat it","eat","eat","VERB"
"10106776AS","cobweb","outside","outside","outside","ADV"
"w10045505","cobweb","tear it down","tear","tear","NOUN"
"w10045505","cobweb","touch it","touch","touch","VERB"
"w10045505","cobweb","walk through it","walk","walk","VERB"
"w10144509","cocaine","smoke","smoke","smoke","VERB"
"w10138416_eak","cocaine","snor","snot","not","PART"
"w10144509","cocaine","snort","snort","snort","VERB"
"w214176_hdb","cock","feed","feed","feed","VERB"
"w214176_hdb","cock","pet","pet","pet","VERB"
"w10130203_sbv","cock","raising","raising","raise","VERB"
"w214176_hdb","cock","ride","ride","ride","VERB"
"w214176_hdb","cock","suck","suck","suck","VERB"
"w214176_hdb","cock","water","water","water","VERB"
"w10157208_AB","cockatoo","buy","buy","buy","VERB"
"w10157208_AB","cockatoo","feed","feed","feed","NOUN"
"w10157208_AB","cockatoo","interact with","interact","interact","VERB"
"w10157208_AB","cockatoo","play with","play","play","VERB"
"w10157208_AB","cockatoo","sell","sell","sell","VERB"
"w10157208_AB","cockatoo","sing to","sing","se","VERB"
"w10087684_tmb","cockatoo","talk to","talk","talk","VERB"
"w10134977D.P.","cockatoo","to buy","buy","buy","VERB"
"w10134977D.P.","cockatoo","to clean","clean","clean","VERB"
"w10134977D.P.","cockatoo","to feed","feed","feed","VERB"
"w10134977D.P.","cockatoo","to play with","play","play","VERB"
"w10134977D.P.","cockatoo","to take care of ","care","care","VERB"
"w10134977D.P.","cockatoo","to take care of ","take","take","VERB"
"w10134977D.P.","cockatoo","to talk to ","talk","talk","VERB"
"w10134977D.P.","cockatoo","to train","train","train","VERB"
"w10134977D.P.","cockatoo","to watch ","watch","watch","VERB"
"w10087684_tmb","cockatoo","train","train","train","VERB"
"w10157208_AB","cockatoo","watch","watch","watch","VERB"
"w10144257KW","cocktail","buy","buy","buy","VERB"
"w10144257KW","cocktail","carry","carry","carry","VERB"
"w10144257KW","cocktail","drink","drink","drink","VERB"
"w10144257KW","cocktail","give","give","give","VERB"
"w10144257KW","cocktail","poison","poison","poison","VERB"
"w10144257KW","cocktail","spike","spike","spike","VERB"
"w10144257KW","cocktail","spill","spill","spill","VERB"
"w10157643_JQM","cod","bake it","bake","bake","VERB"
"w10157643_JQM","cod","catch it","catch","catch","VERB"
"w10157643_JQM","cod","fry it","fry","fry","VERB"
"w10157643_JQM","cod","grill it","grill","grill","VERB"
"w10157643_JQM","cod","keep it as a pet","keep","keep","VERB"
"w10157643_JQM","cod","keep it as a pet","pet","pet","VERB"
"w10157643_JQM","cod","sell it","sell","sell","VERB"
"w10157643_JQM","cod","stash it in an enemies home or car and let it stink up the place","car","car","NOUN"
"w10157643_JQM","cod","stash it in an enemies home or car and let it stink up the place","home","home","ADV"
"w10157643_JQM","cod","stash it in an enemies home or car and let it stink up the place","let","let","VERB"
"w10157643_JQM","cod","stash it in an enemies home or car and let it stink up the place","place","place","NOUN"
"w10157643_JQM","cod","stash it in an enemies home or car and let it stink up the place","stash","stash","VERB"
"w10157643_JQM","cod","stash it in an enemies home or car and let it stink up the place","stink","stink","VERB"
"w10140660-mmr","coffee","drinking","drinking","drink","VERB"
"w10140660-mmr","coffee","energy","energy","energy","VERB"
"w10140660-mmr","coffee","skincare","skincare","skincare","NOUN"
"w10064133_JDH","coffeepot","brew coffee","brew","brew","VERB"
"w10064133_JDH","coffeepot","brew coffee","coffee","coffee","NOUN"
"w10064133_JDH","coffeepot","cook noodles","cook","cake","VERB"
"w10064133_JDH","coffeepot","cook noodles","noodles","noodle","NOUN"
"w10136251","coffeepot","drink","drink","drink","VERB"
"w10064133_JDH","coffeepot","hold flowers","flowers","flower","NOUN"
"w10064133_JDH","coffeepot","hold flowers","hold","hold","VERB"
"w10064133_JDH","coffeepot","water","water","water","NOUN"
"w10120974_mrp","coin","as money at a register","money","money","NOUN"
"w10120974_mrp","coin","as money at a register","register","register","VERB"
"w10030828_aes","coin","dime","dime","dime","NOUN"
"w10120974_mrp","coin","in vending machines","machines","machine","NOUN"
"w10120974_mrp","coin","in vending machines","vending","vend","VERB"
"w10121848","coin","money","money","money","NOUN"
"w10030828_aes","coin","nickel","nickel","nickel","NOUN"
"w10030828_aes","coin","pays for something","pays","pay","VERB"
"w10030828_aes","coin","pays for something","something","something","PRON"
"w10030828_aes","coin","penny","penny","penny","NOUN"
"w10030828_aes","coin","quarter","quarter","quarter","ADJ"
"w10117986_atw","coke","clean up with","clean","clean","VERB"
"w10114722_eng","coke","cook it","cook","cake","VERB"
"w10117986_atw","coke","drink","drink","drink","VERB"
"w10117986_atw","coke","drink","drink","drink","VERB"
"w10114722_eng","coke","drink","drink","drink","VERB"
"w10114722_eng","coke","drink","drink","drink","VERB"
"10137293EH","coke","drinking","drinking","drink","VERB"
"w10030831_AS","coke","experiment with","experiment","experiment","VERB"
"w10114722_eng","coke","pour","pour","pour","VERB"
"10137293EH","coke","refreshening","freshening","freshen","VERB"
"10137293EH","coke","refreshening","re","re","ADP"
"w10030831_AS","coke","to drink","drink","drink","VERB"
"w926509_ccl","colander","herb","herb","herb","X"
"w926509_ccl","colander","strain spagetti","spaghetti","spaghetti","NOUN"
"w926509_ccl","colander","strain spagetti","strain","strain","VERB"
"w10137767_tac","coleslaw","eat","eat","eat","VERB"
"w10110732","coleslaw","food","food","food","VERB"
"w10137767_tac","coleslaw","mush","mush","mush","NOUN"
"w10137767_tac","coleslaw","serve","serve","serve","VERB"
"w10137767_tac","coleslaw","stir","stir","stir","VERB"
"w10137767_tac","coleslaw","throw away","away","away","ADV"
"w10137767_tac","coleslaw","throw away","throw","throw","VERB"
"w10144509","collar","dog","dog","dog","NOUN"
"w10138416_eak","collar","wear","wear","wear","VERB"
"10106732BM","collarbone","break","break","break","VERB"
"w10043546CEO","collarbone","health","health","health","NOUN"
"w10043546CEO","collarbone","life","life","life","NOUN"
"w10043546CEO","collarbone","support","support","support","VERB"
"w10043546CEO","collarbone","support","support","support","VERB"
"10106732BM","collarbone","support","support","support","VERB"
"10106732BM","collarbone","support","support","support","VERB"
"w10134977D.P.","collie","a dog","dog","dog","NOUN"
"w10157208_AB","collie","adopt","adopt","adopt","VERB"
"w10157208_AB","collie","avoid","avoid","avoid","VERB"
"w10157208_AB","collie","best friend","best","best","ADJ"
"w10157208_AB","collie","best friend","friend","friend","NOUN"
"w10157208_AB","collie","companion","companion","companion","VERB"
"w10157208_AB","collie","fear","fear","fear","NOUN"
"w10157208_AB","collie","love on","love","love","VERB"
"w10157208_AB","collie","pet","pet","pet","VERB"
"w10087684_tmb","collie","round up","round","round","ADV"
"w10157208_AB","collie","service dog","dog","dog","NOUN"
"w10157208_AB","collie","service dog","service","service","NOUN"
"w10157208_AB","collie","surrender","surrender","surrender","NOUN"
"w10134977D.P.","collie","to feed","feed","feed","VERB"
"w10134977D.P.","collie","to love","love","love","VERB"
"w10134977D.P.","collie","to pet","pet","pet","VERB"
"w10134977D.P.","collie","to play fetch with","fetch","fetch","VERB"
"w10134977D.P.","collie","to play fetch with","play","play","VERB"
"w10134977D.P.","collie","to play with","play","play","VERB"
"w10134977D.P.","collie","to take care of ","care","care","VERB"
"w10134977D.P.","collie","to take care of ","take","take","VERB"
"w10087684_tmb","collie","train","train","train","VERB"
"w467523_bcr","cologne","arouse","arouse","arouse","VERB"
"w686393_KML","cologne","mask smell","mask","mask","VERB"
"w686393_KML","cologne","mask smell","smell","smell","VERB"
"w467523_bcr","cologne","smell","smell","smell","VERB"
"w686393_KML","cologne","spray","spray","spray","VERB"
"w467523_bcr","cologne","taste","taste","taste","VERB"
"w10141910","colt","horse","horse","horse","NOUN"
"10111968","colt","indianapolis","indianapolis","indianapolis","NOUN"
"w10141910","colt","song","song","song","NOUN"
"w10095122_hr","comb","brush hair","brush","brush","VERB"
"w10095122_hr","comb","brush hair","hair","hair","NOUN"
"w10128965ER","comb","brush","brush","brush","VERB"
"w10095068","comb","carry ","carry","carry","VERB"
"w10095061_jdn","comb","cleaned","cleaned","clean","VERB"
"w10095068","comb","comb hair","comb","comb","VERB"
"w10095068","comb","comb hair","hair","hair","NOUN"
"w10095068","comb","pack","pack","pack","VERB"
"w10095061_jdn","comb","stored","stored","store","VERB"
"w10095068","comb","style","style","style","VERB"
"w10095068","comforter","cover oneself","cover","cover","VERB"
"w10095068","comforter","cover oneself","oneself","oneself","PRON"
"w10095068","comforter","cuddle","cuddle","cuddle","VERB"
"w10128965ER","comforter","dry","dry","dry","VERB"
"w10095068","comforter","fold","fold","fold","VERB"
"w10095061_jdn","comforter","folded","folded","fold","VERB"
"w10095122_hr","comforter","keep you warm","keep","keep","VERB"
"w10095122_hr","comforter","keep you warm","warm","warm","VERB"
"w10128965ER","comforter","lie","lie","lie","VERB"
"w10095068","comforter","make bed with","bed","bed","NOUN"
"w10095068","comforter","make bed with","make","make","VERB"
"w10095068","comforter","put on bed","bed","bed","NOUN"
"w10095068","comforter","put on bed","put","put","VERB"
"w10095068","comforter","put on couch","couch","couch","NOUN"
"w10095068","comforter","put on couch","put","put","VERB"
"w10128965ER","comforter","sleep in","sleep","sleep","VERB"
"w10095068","comforter","use for warmth","use","use","VERB"
"w10095061_jdn","comforter","warmed","warmed","war","VERB"
"w10128965ER","comforter","wash","wash","wash","VERB"
"w10128965ER","comforter","wash","wash","wash","VERB"
"w10095068","comforter","wash","wash","wash","VERB"
"w10095068","comforter","wash","wash","wash","VERB"
"w10132314MGB","comic","book","book","book","NOUN"
"w10132314MGB","comic","comical","comical","comical","ADJ"
"w10140827_bms","comic","expand vocabulary","expand","expand","VERB"
"w10140827_bms","comic","expand vocabulary","vocabulary","vocabulary","INTJ"
"w10132314MGB","comic","funny","funny","funny","ADJ"
"w10132314MGB","comic","goofy","goofy","goofy","ADJ"
"w10132314MGB","comic","hilarious","hilarious","hilarious","ADJ"
"w10140827_bms","comic","movie production","movie","movie","NOUN"
"w10140827_bms","comic","movie production","production","production","NOUN"
"w10132516JAG","comic","open","open","open","VERB"
"w10132516JAG","comic","read","read","read","VERB"
"w10132314MGB","comic","silly","silly","silly","ADV"
"w10156253","commode","bathroom","bathroom","bathroom","NOUN"
"w10048138_mts","commode","fish funeral ceremony ","ceremony","ceremony","NOUN"
"w10048138_mts","commode","fish funeral ceremony ","fish","fish","NOUN"
"w10048138_mts","commode","fish funeral ceremony ","funeral","funeral","NOUN"
"w10051899_vpm","commode","secret pass","pass","pass","VERB"
"w10051899_vpm","commode","secret pass","secret","secret","X"
"w10048138_mts","commode","toilet","toilet","toilet","NOUN"
"w10048138_mts","commode","using bathroom","bathroom","bathroom","NOUN"
"w10048138_mts","commode","using bathroom","using","use","VERB"
"w10134385JS","compass","buy","buy","buy","VERB"
"w10134385JS","compass","comprehend ","comprehend","comprehend","VERB"
"w10129737_ad","compass","direction","direction","direction","VERB"
"w10156246_OLC","compass","hold","hold","hold","VERB"
"w10156246_OLC","compass","look at","look","look","VERB"
"w10134385JS","compass","read","read","read","VERB"
"w10134385JS","compass","read","read","read","VERB"
"w10156246_OLC","compass","read","read","read","VERB"
"w10156246_OLC","compass","read","read","read","VERB"
"w10156246_OLC","compass","redirect","redirect","redirect","VERB"
"w10134385JS","compass","use","use","use","VERB"
"W10024445BC","compasses","boating","boating","boate","VERB"
"W10024445BC","compasses","camping","camping","camp","VERB"
"W10024445BC","compasses","directions","directions","direction","VERB"
"w10038845_asg","compasses","get directions","directions","direction","NOUN"
"w10038845_asg","compasses","get directions","get","get","VERB"
"W10024445BC","compasses","hiking","hiking","hik","VERB"
"W10024445BC","compasses","you're lost","lost","lose","ADJ"
"w10087684_tmb","compost","compress","compress","compress","VERB"
"w10157208_AB","compost","food","food","food","NOUN"
"w10157208_AB","compost","garbage","garbage","garbage","NOUN"
"w10157208_AB","compost","install","install","install","VERB"
"w10157208_AB","compost","order","order","order","NOUN"
"w10087684_tmb","compost","plant","plant","plant","VERB"
"w10134977D.P.","compost","to help grow other plants","grow","grow","VERB"
"w10134977D.P.","compost","to help grow other plants","help","help","VERB"
"w10134977D.P.","compost","to help grow other plants","plants","plant","VERB"
"w10134977D.P.","compost","to reuse","reuse","reuse","VERB"
"w10134977D.P.","compost","to smell","smell","smell","VERB"
"w10135087","compressor","flatten","flatten","flatten","VERB"
"w10135087","compressor","squeeze","squeeze","squeeze","VERB"
"10111968","computer","laptop","laptop","laptop","NOUN"
"w10141910","computer","school","school","school","NOUN"
"w10141910","computer","social media","media","media","NOUN"
"w10141910","computer","social media","social","social","ADJ"
"w10141910","computer","work","work","work","VERB"
"w10053855_kns","conch","display","display","display","VERB"
"w10141284_kjb","conch","eat","eat","eat","VERB"
"w10053855_kns","conch","hold","hold","hold","VERB"
"w10141284_kjb","conch","jewlery","jewelry","jewelry","NOUN"
"w10053855_kns","conch","listen","listen","listen","VERB"
"w10045505","condiment","cook with","cook","cake","VERB"
"w10045505","condiment","eat","eat","eat","VERB"
"10106776AS","condiment","fries","fries","fries","NOUN"
"10106776AS","condiment","hamburger","hamburger","hamburger","NOUN"
"10106776AS","condiment","hotdog","dog","dog","NOUN"
"w10045505","condiment","put on sandwich","put","put","VERB"
"w10045505","condiment","put on sandwich","sandwich","sandwich","NOUN"
"10106776AS","condiment","sandwich","sandwich","sandwich","NOUN"
"w10026256_hrc","conditioner","hair","hair","hair","NOUN"
"w10026256_hrc","conditioner","hair","hair","hair","NOUN"
"w10089761","conditioner","hair","hair","hair","NOUN"
"w10089761","conditioner","hair","hair","hair","NOUN"
"w10089761","conditioner","texture","texture","texture","NOUN"
"w141641scb","condom","practicing safe sex","practicing","practice","VERB"
"w141641scb","condom","practicing safe sex","safe","safe","ADJ"
"w141641scb","condom","practicing safe sex","sex","sex","VERB"
"w141641scb","condom","prevent pregnancy","pregnancy","pregnancy","NOUN"
"w141641scb","condom","prevent pregnancy","prevent","prevent","VERB"
"w141641scb","condom","prevent stds","prevent","prevent","VERB"
"w10085133_dpl","condom","shield","shield","shield","VERB"
"w10118246CHC","condominium","holding","holding","hold","VERB"
"w10118246CHC","condominium","providing","providing","provide","VERB"
"w10118246CHC","condominium","sheltering","sheltering","shelter","VERB"
"w10118246CHC","condominium","supporting","supporting","support","VERB"
"w10122777","conductor","keeps safe","keeps","keep","VERB"
"w10122777","conductor","keeps safe","safe","safe","ADJ"
"10081607LR","conductor","of a chior","choir","choir","NOUN"
"10081607LR","conductor","train","train","train","NOUN"
"w10095068","confetti","blow","blow","blow","VERB"
"w10128965ER","confetti","catch","catch","catch","VERB"
"w10095061_jdn","confetti","celebrated with","celebrated","celebrate","VERB"
"w10095068","confetti","scatter","scatter","scatter","VERB"
"w10095061_jdn","confetti","scattered","scattered","scatter","VERB"
"w10095068","confetti","shoot","shoot","shoot","VERB"
"w10095068","confetti","sprinkle","sprinkle","sprinkle","VERB"
"w10128965ER","confetti","throw","throw","throw","VERB"
"w10128965ER","confetti","throw","throw","throw","VERB"
"w10095068","confetti","throw","throw","throw","VERB"
"w10095068","confetti","throw","throw","throw","VERB"
"w10042527_rkw","container","holding","holding","hold","VERB"
"w10042527_rkw","container","keeping cold","cold","cold","VERB"
"w10042527_rkw","container","keeping cold","keeping","keep","VERB"
"w10042527_rkw","container","keeping hot","hot","hot","ADJ"
"w10042527_rkw","container","keeping hot","keeping","keep","VERB"
"w10140932","container","storage of food","food","food","NOUN"
"10081607LR","controller","game","game","game","NOUN"
"w10122777","controller","play","play","play","VERB"
"10081607LR","controller","someone who controls","controls","controls","NOUN"
"10081607LR","controller","someone who controls","someone","someone","PRON"
"10081607LR","controller","tv","tv","tv","X"
"w10122777","controller","win","win","win","VERB"
"w10075432_ky","cookbook","cook","cook","cake","VERB"
"w10075432_ky","cookbook","learn","learn","learn","VERB"
"w10090639_amw","cookbook","read","read","read","VERB"
"w10075432_ky","cookbook","stare","stare","stare","VERB"
"w10075432_ky","cookbook","throw","throw","throw","VERB"
"w10090639_amw","cookbook","use","use","use","VERB"
"w10075432_ky","cookbook","write","write","write","VERB"
"w10134066","cookhouse","cook food","cook","cake","VERB"
"w10134066","cookhouse","cook food","food","food","NOUN"
"w10134066","cookhouse","eat","eat","eat","VERB"
"w10139861_CNW","cookhouse","to cook","cook","cake","VERB"
"w10099306","cookie","computer","computer","computer","NOUN"
"w10099306","cookie","eat","eat","eat","VERB"
"w10099306","cookie","mall","mall","mall","NOUN"
"w10042527_rkw","cooler","cold","cold","cold","ADJ"
"w10140932","cooler","keep drinks cold","cold","cold","ADJ"
"w10140932","cooler","keep drinks cold","drinks","drink","VERB"
"w10140932","cooler","keep drinks cold","keep","keep","VERB"
"w10157208_AB","copier","break","break","break","VERB"
"w10157208_AB","copier","copy","copy","copy","VERB"
"w10157208_AB","copier","copy","copy","copy","VERB"
"w10087684_tmb","copier","copy","copy","copy","VERB"
"w10087684_tmb","copier","copy","copy","copy","VERB"
"w10157208_AB","copier","donate","donate","donate","VERB"
"w10157208_AB","copier","gift","gift","gift","VERB"
"w10087684_tmb","copier","print","print","print","VERB"
"w10157208_AB","copier","sell","sell","sell","VERB"
"w10087684_tmb","copier","service","service","service","VERB"
"w10134977D.P.","copier","to make copies of something","copies","copy","VERB"
"w10134977D.P.","copier","to make copies of something","make","make","VERB"
"w10134977D.P.","copier","to make copies of something","something","something","PRON"
"w10140932","copilot","helping the pilot ","helping","help","VERB"
"w10140932","copilot","helping the pilot ","pilot","pilot","NOUN"
"w10042527_rkw","copilot","helping","helping","help","VERB"
"w10042527_rkw","copilot","partner","partner","partner","VERB"
"w925012_jfb","copper","control water flow through pipes","control","control","NOUN"
"w925012_jfb","copper","control water flow through pipes","flow","flow","VERB"
"w925012_jfb","copper","control water flow through pipes","pipes","pipe","NOUN"
"w925012_jfb","copper","control water flow through pipes","water","water","NOUN"
"w925012_jfb","copper","make industrial components","components","component","NOUN"
"w925012_jfb","copper","make industrial components","industrial","industrial","ADJ"
"w925012_jfb","copper","make industrial components","make","make","VERB"
"w925012_jfb","copper","make wires for electricity","electricity","electricity","NOUN"
"w925012_jfb","copper","make wires for electricity","make","make","VERB"
"w925012_jfb","copper","make wires for electricity","wires","wire","NOUN"
"10140980CH","copybook","reading","reading","read","VERB"
"10140980CH","copybook","writing","writing","write","VERB"
"w10144257KW","cord","jump","jump","jump","VERB"
"w10144257KW","cord","play","play","play","VERB"
"w10144257KW","cord","ring","ring","ring","NOUN"
"w10144257KW","cord","strike","strike","strike","VERB"
"w10144257KW","cord","use","use","use","VERB"
"w10026256_hrc","cork","wine","wine","wine","NOUN"
"w10026256_hrc","cork","wine","wine","wine","NOUN"
"w10089761","cork","wine","wine","wine","NOUN"
"w10089761","cork","wine","wine","wine","NOUN"
"w10114716_bmg","corn","fall","fall","fall","NOUN"
"w10114716_bmg","corn","festivities","festivities","festivity","NOUN"
"w10138405AH","corn","food","food","food","NOUN"
"w10138405AH","corn","food","food","food","VERB"
"w10114716_bmg","corn","food","food","food","NOUN"
"w10114716_bmg","corn","food","food","food","VERB"
"w10156073_sb","cornbread","advertise it","advertise","advertise","VERB"
"w10090639","cornbread","bake","bake","bake","VERB"
"w10105965","cornbread","crumble","crumble","crumble","VERB"
"w10156073_sb","cornbread","eat it","eat","eat","VERB"
"w10090639","cornbread","eat","eat","eat","VERB"
"w10090639","cornbread","eat","eat","eat","VERB"
"w10105965","cornbread","eat","eat","eat","VERB"
"w10105965","cornbread","eat","eat","eat","VERB"
"w10105965","cornbread","prepare","prepare","prepare","VERB"
"w10156073_sb","cornbread","sell it ","sell","sell","VERB"
"w10105965","cornbread","serve","serve","serve","VERB"
"w10156073_sb","cornbread","throw it","throw","throw","VERB"
"w10048138_mts","cornfield","alien communication","alien","alien","ADV"
"w10051899_vpm","cornfield","corn maze","corn","corn","NOUN"
"w10051899_vpm","cornfield","corn maze","maze","maze","VERB"
"w10156253","cornfield","corn","corn","corn","NOUN"
"w10051899_vpm","cornfield","food production","food","food","VERB"
"w10051899_vpm","cornfield","food production","production","production","NOUN"
"w10156253","cornfield","food source","food","food","NOUN"
"w10156253","cornfield","food source","source","source","NOUN"
"w10048138_mts","cornfield","growing","growing","grow","VERB"
"w10048138_mts","cornfield","mazes","mazes","maze","VERB"
"w10156253","cornfield","pop corn","corn","corn","NOUN"
"w10156253","cornfield","pop corn","pop","pop","NOUN"
"w10048138_mts","cornfield","trap","trap","trap","VERB"
"w10043546CEO","cornflower","artwork","artwork","artwork","NOUN"
"w10043546CEO","cornflower","blue","blue","blue","ADJ"
"10106732BM","cornflower","destroy","destroy","destroy","VERB"
"w10043546CEO","cornflower","dye","dye","dye","VERB"
"10106732BM","cornflower","eat","eat","eat","VERB"
"w10043546CEO","cornflower","flower","flower","flower","NOUN"
"10106732BM","cornflower","see","see","see","VERB"
"10106732BM","cornflower","smell","smell","smell","VERB"
"w10157643_JQM","cornstarch","blind an enemy","blind","blind","ADJ"
"w10157643_JQM","cornstarch","blind an enemy","enemy","enemy","NOUN"
"w10157643_JQM","cornstarch","eat it iguess","eat","eat","VERB"
"w10157643_JQM","cornstarch","powder a person","person","person","NOUN"
"w10157643_JQM","cornstarch","powder a person","powder","powder","NOUN"
