CUE,RESPONSE,RESPONSE TOKEN,RESPONSE LEMMA,POS
cellist,applaud,applaud,applaud,VERB
cellist,domination,domination,dominate,VERB
cello,performed with,performed,perform,VERB
centipede,take a picture of,take,take,VERB
centipede,take a picture of,picture,picture,NOUN
cereal,spat at,spat,spit,VERB
certificate,earn,earn,earn,VERB
certificate,burn,burn,burn,VERB
certificate,web server,web,web,NOUN
certificate,web server,server,server,NOUN
certificate,protect date,protect,protect,VERB
certificate,protect date,date,date,NOUN
certificate,trusted,trusted,trust,VERB
chalice,fill with drink,fill,fill,VERB
chalice,fill with drink,drink,drink,NOUN
chalice,look fancy while drinking,look,look,VERB
chalice,look fancy while drinking,fancy,fancy,ADJ
chalice,look fancy while drinking,drinking,drink,VERB
chalice,hide objects within,hide,hide,NOUN
chalice,hide objects within,objects,object,VERB
champagne,pop,pop,pop,VERB
champagne,drink,drink,drink,VERB
champagne,put in food,put,put,VERB
champagne,put in food,food,food,NOUN
chapel,baptism,baptism,baptise,VERB
chapel,prayer,prayer,pray,VERB
chapel,fellowship,fellowship,fellowship,NOUN
chapel,pray,pray,pray,VERB
charcoal,make,make,make,VERB
charcoal,black,black,black,ADJ
checkerboard,vans,vans,van,NOUN
checkerboard,to play checkers,play,play,VERB
checkerboard,to play checkers,checkers,checker,NOUN
checkerboard,gaming,gaming,game,NOUN
checkerboard,table,table,table,NOUN
checkerboard,coaster,coaster,coaster,NOUN
checkerboard,prop something up on it,prop,prop,VERB
checklist,achieve,achieve,achieve,VERB
checklist,grocery shopping,grocery,grocery,NOUN
checklist,grocery shopping,shopping,shop,VERB
checklist,monitor,monitor,monitor,NOUN
cheerleader,cheer,cheer,cheer,NOUN
cheerleader,dance with,dance,dance,VERB
Cheeseburger,microwave,microwave,microwave,NOUN
Cheeseburger,refrigerate,refrigerate,refrigerate,VERB
cheesecake,prepare,prepare,prepare,VERB
chemicals,prevent or diminish something,prevent,prevent,VERB
chemicals,prevent or diminish something,diminish,diminish,VERB
chemicals,produce something,produce,produce,VERB
chemicals,pollute,pollute,pollute,VERB
chessboard,play chess,play,play,VERB
chessboard,play chess,chess,chess,NOUN
chessboard,play checkers,play,play,VERB
chessboard,play checkers,checkers,checker,NOUN
chessboard,displaying,displaying,display,VERB
chessboard,competing,competing,compete,VERB
chestnut,crack,crack,crack,VERB
chestnut,bite,bite,bite,VERB
chestnut,blend,blend,blend,NOUN
child,play,play,play,VERB
child,talk,talk,talk,VERB
child,teach,teach,teach,VERB
child,run,run,run,VERB
child,walk,walk,walk,VERB
child,to grow,grow,grow,VERB
child,to teach,teach,teach,VERB
child,to love,love,love,VERB
child,obedience,obedience,obey,VERB
children,raise,raise,raise,VERB
chimpanzee,space exploration,space,space,NOUN
chimpanzee,space exploration,exploration,explore,VERB
chinaware,gift something,gift,gift,VERB
chip,smashing,smashing,smash,VERB
chip,throwing away,throwing,throw,VERB
chiropractor,massage back,massage,massage,VERB
chiropractor,crack back,crack,crack,VERB
chopsticks,asian,asian,asian,ADJ
choreographer,create dances,create,create,VERB
choreographer,create dances,dances,dance,NOUN
chronograph,time something,time,time,VERB
chronograph,check the time,check,check,VERB
chronograph,check the time,time,time,NOUN
chronograph,infer,infer,infer,VERB
cigarette,smoked,smoked,smoke,VERB
clam,pearls,pearls,pearl,NOUN
clam,shuck,shuck,shuck,VERB
clam,decorate shell,decorate,decorate,ADJ
clam,decorate shell,shell,shell,NOUN
clam,harvest pearls,harvest,harvest,VERB
clam,harvest pearls,pearls,pearl,NOUN
clam,castanets,castanets,cast,VERB
classmate,competition,competition,compete,VERB
claw,scratch,scratch,scratch,VERB
claw,pickup,pickup,pickup,VERB
claw,machine,machine,machine,NOUN
claw,crab,crab,crab,NOUN
claw,lobster,lobster,lobster,NOUN
clay,mold,mold,mold,VERB
clay,skin,skin,skin,NOUN
clay,scalp,scalp,scalp,NOUN
cleat,put on,put,put,VERB
cleat,run on,run,run,VERB
cleat,kick with,kick,kick,VERB
client,help,help,help,VERB
client,speak,speak,speak,VERB
client,sale your product,sale,sell,VERB
client,sale your product,product,product,NOUN
client,marketing,marketing,marketing,NOUN
clip,hold papers,hold,hold,VERB
clip,hold papers,papers,papers,NOUN
clipboard,hold paper,hold,hold,VERB
clipboard,hold paper,paper,paper,NOUN
clipper,hair,hair,hair,NOUN
clipper,bushes,bushes,bushes,NOUN
clipper,grass,grass,grass,NOUN
clipper,scissors,scissors,scissors,NOUN
clipper,yard,yard,yard,NOUN
clipper,cut hair,cut,cut,VERB
clipper,cut hair,hair,hair,NOUN
clipper,groom pets,groom,groom,VERB
clipper,groom pets,pets,pets,NOUN
closet,hide,hide,hide,VERB
closet,clothes,clothes,clothes,NOUN
closet,put stuff in,put,put,VERB
clothes,give away,give,give,VERB
clothesline,hang clothes,hang,hang,VERB
clothesline,hang clothes,clothes,clothes,NOUN
clothesline,hang shoes,hang,hang,VERB
clothesline,hang shoes,shoes,shoe,VERB
clothesline,use as rope,use,use,VERB
clothesline,use as rope,rope,rope,NOUN
clothesline,hang paintings,hang,hang,VERB
clothesline,hang paintings,paintings,painting,NOUN
clothespin,hanging clothes on a line,hanging,hang,VERB
clothespin,hanging clothes on a line,clothes,clothes,NOUN
clothespin,hanging clothes on a line,line,line,NOUN
clothespin,hanging other objects like paper on a line,hanging,hang,VERB
clothespin,hanging other objects like paper on a line,objects,object,NOUN
clothespin,hanging other objects like paper on a line,paper,paper,NOUN
clothespin,hanging other objects like paper on a line,line,line,NOUN
clothespin,holding lab slides,holding,hold,VERB
clothespin,holding lab slides,lab,lab,NOUN
clothespin,holding lab slides,slides,slide,NOUN
clothespin,crafting,crafting,craft,VERB
coal,ignite,ignite,ignite,VERB
coal,bbq,bbq,bbq,NOUN
coal,used in mining,used,use,VERB
coal,used in mining,mining,mining,NOUN
cobweb,for spiders,spiders,spider,NOUN
cocaine,report,report,report,VERB
cocaine,drug use,drug,drug,NOUN
cocaine,drug use,use,use,NOUN
cocoa,food,food,food,NOUN
cocoa,infections,infections,infection,NOUN
cocoa,congestion,congestion,congestion,NOUN
cocoa,remedy,remedy,remedy,NOUN
cocoa,make chocolate,make,make,VERB
cocoa,make chocolate,chocolate,chocolate,NOUN
cocoa,hot chocolate,hot,hot,ADJ
cocoa,hot chocolate,chocolate,chocolate,NOUN
coconut,cracking open,cracking,crack,VERB
coconut,cracking open,open,open,VERB
coconut,throwing,throwing,throw,VERB
cola,sip,sip,sip,VERB
colander,mixer,mixer,mix,VERB
colander,strainer,strainer,strain,VERB
colander,tool,tool,tool,NOUN
colander,trickle,trickle,trickle,VERB
colander,strain,strain,strain,VERB
coleslaw,side dish,side,side,NOUN
coleslaw,side dish,dish,dish,NOUN
coleslaw,edible,edible,eat,VERB
coleslaw,healthy food choice,healthy,healthy,ADJ
coleslaw,healthy food choice,food,food,NOUN
coleslaw,healthy food choice,choice,choice,NOUN
collar,secure,secure,secure,VERB
collar,name tag,name,name,NOUN
collar,name tag,tag,tag,NOUN
collar,for dogs and cats,dogs,dog,NOUN
collar,for dogs and cats,cats,cat,NOUN
collar,put on a dog,put,put,VERB
collar,put on a dog,dog,dog,NOUN
collar,tuck,tuck,tuck,VERB
comb,tool.,tool,tool,NOUN
companion,flying fare,flying,fly,VERB
concert,to listen to music,listen,listen,VERB
concert,to listen to music,music,music,NOUN
concert,to meet friends,meet,meet,VERB
concert,to meet friends,friends,friend,NOUN
concert,to meet new people,meet,meet,VERB
concert,to meet new people,new,new,ADJ
concert,to meet new people,people,people,NOUN
concrete,driveway,driveway,driveway,INTJ
concrete,hard,hard,hard,ADJ
condiment,spread,spread,spread,VERB
condiment,ketchup,ketchup,ketchup,NOUN
condiment,salt,salt,salt,NOUN
condominium,apartment,apartment,apartment,NOUN
condominium,beach trip,beach,beach,DET
condominium,beach trip,trip,trip,NOUN
condominium,living space,living,live,VERB
condominium,living space,space,space,NOUN
condominium,storage space,storage,store,VERB
condominium,storage space,space,space,NOUN
condominium,photo setting,photo,photo,NOUN
condominium,photo setting,setting,set,NOUN
condominium,film setting,film,film,NOUN
condominium,film setting,setting,setting,NOUN
condominium,tour it,tour,tour,VERB
cone,ice cream holder,ice,ice cream,NOUN
cone,ice cream holder,holder,hold,VERB
cone,shape designing,shape,shape,NOUN
cone,shape designing,designing,design,NOUN
contraceptive,to prevent pregnancy,prevent,prevent,VERB
contraceptive,to prevent pregnancy,pregnancy,pregnancy,NOUN
contraceptive,to prevent the spread of std,prevent,prevent,VERB
contraceptive,to prevent the spread of std,spread,spread,NOUN
contraceptive,to prevent the spread of std,std,std,NOUN
copper,burn it,burn,burn,VERB
copper,make pennies,make,make,VERB
copper,make pennies,pennies,penny,NOUN
copper,to bend,bend,bend,VERB
copper,to make penny,make,make,VERB
copper,to make penny,penny,penny,NOUN
copybook,to read,read,read,VERB
cord,coil,coil,coil,VERB
cord,plug into wall,plug,plug,VERB
cord,plug into wall,wall,wall,NOUN
corduroy,clothing,clothing,clothes,NOUN
corkscrew,open corks,open,open,VERB
corkscrew,open corks,corks,cork,NOUN
corkscrew,puncturing something,puncturing,puncture,VERB
corn,fry it,fry,fry,VERB
corn,grill it,grill,grill,VERB
corn,boil it,boil,boil,VERB
corn,make food,make,make,VERB
corn,make food,food,food,NOUN
corn,feed to animals,feed,feed,VERB
corn,feed to animals,animals,animal,NOUN
cornstarch,cornbread,cornbread,cornbread,NOUN
cornstarch,for gummy candy,gummy,gummy,NOUN
cornstarch,for gummy candy,candy,candy,NOUN
cornstarch,thickening agent,thickening,thicken,VERB
cornstarch,thickening agent,agent,agent,NOUN
cornstarch,bake,bake,bake,VERB
cornstarch,and dry feet,dry,dry,VERB
cornstarch,and dry feet,feet,foot,NOUN
corridor,turn down,turn,turn,VERB
corridor,hallway,hallway,hallway,NOUN
cosmetician,makeup,makeup,makeup,NOUN
costumer,tv show,tv,tv,NOUN
costumer,tv show,show,show,NOUN
costumer,fashion show,fashion,fashion,NOUN
costumer,fashion show,show,show,NOUN
cotton,for clothes,clothes,clothes,NOUN
cotton,to keep you warm,keep,keep,VERB
cotton,to keep you warm,warm,warm,ADJ
cotton,use the seeds inside of it to grow more,use,use,VERB
cotton,use the seeds inside of it to grow more,seeds,seed,NOUN
cotton,use the seeds inside of it to grow more,grow,grow,VERB
cotton,use the seeds inside of it to grow more,more,more,ADJ
couch,relax,relax,relax,VERB
couch,steam,steam,steam,VERB
countrywoman,farm,farm,farm,VERB
countrywoman,dress,dress,dress,NOUN
countrywoman,truck,truck,truck,NOUN
countrywoman,trail ride,trail,trail,NOUN
countrywoman,trail ride,ride,ride,VERB
countrywoman,cow,cow,cow,NOUN
countrywoman,four-wheeler,wheeler,four-wheeler,NOUN
countrywoman,chickens,chickens,chicken,NOUN
countrywoman,alcohol,alcohol,alcohol,NOUN
coupon,save money,save,save,VERB
coupon,save money,money,money,NOUN
coupon,tissue,tissue,tissue,NOUN
coupon,note taker,note,note,VERB
coupon,note taker,taker,taker,NOUN
coupon,paper,paper,paper,NOUN
courtyard,gather,gather,gather,VERB
courtyard,have a party,party,party,NOUN
coverall,used in workplace,used,use,VERB
coverall,used in workplace,workplace,workplace,NOUN
coverall,used for fashion,used,use,VERB
coverall,used for fashion,fashion,fashion,NOUN
cowhide,to discipline cow,cow,cow,NOUN
Crab,use as bait,use,use,VERB
Crab,use as bait,bait,bait,VERB
Crab,hunt,hunt,hunt,VERB
crackers,eat them,eat,eat,VERB
crackers,put them in soup,put,put,VERB
crackers,put them in soup,soup,soup,NOUN
crackers,let them go stale,stale,stale,NOUN
crackers,give them to animals,give,give,VERB
crackers,give them to animals,animals,animal,NOUN
crackers,throw them out,throw,throw,VERB
crackers,compost them,compost,compost,VERB
crackers,give them to homeless shelters,give,give,VERB
crackers,give them to homeless shelters,homeless,homeless,ADJ
crackers,give them to homeless shelters,shelters,shelter,NOUN
crackers,make a charcuterie board,make,make,VERB
crackers,make a charcuterie board,charcuterie,charcuterie,NOUN
crackers,make a charcuterie board,board,board,NOUN
crackers,scoop dips with them,scoop,scoop,VERB
crackers,scoop dips with them,dips,dip,VERB
crackers,taste them,taste,taste,VERB
crackers,smell them,smell,smell,VERB
crackers,hold them,hold,hold,VERB
crackers,crunch them,crunch,crunch,VERB
crackers,throw them,throw,throw,VERB
crackers,slide them,slide,slide,VERB
craftsman,new,new,new,ADJ
craftsman,building,building,build,VERB
craftsman,build stuff,build,build,VERB
craftsman,fixing home,fixing,fix,VERB
craftsman,fixing pipes,fixing,fix,NOUN
craftsman,fixing pipes,pipes,pipe,NOUN
crate,moving\,moving,move,VERB
crayon,scribble,scribble,scribble,VERB
crayon,break in half,break,break,VERB
crayon,break in half,half,half,NOUN
crayon,sharpen,sharpen,sharpen,VERB
creature,jump on,jump,jump,VERB
creek,swim,swim,swim,VERB
creek,boating,boating,boat,VERB
creek,jump in,jump,jump,VERB
crib,baby,baby,baby,NOUN
cricket,chirp,chirp,chirp,VERB
cricket,animal,animal,animal,NOUN
crop,picture,picture,picture,NOUN
croquette,play it,play,play,VERB
cross,jesus,jesus,jesus,X
crossbow,sport,sport,sport,NOUN
crossbow,target practice,target,target,NOUN
crossbow,target practice,practice,practice,VERB
crossbow,costume,costume,costume,NOUN
crosswalk,safety,safety,safety,NOUN
crosswalk,walking,walking,walk,VERB
crosswalk,legal,legal,legal,ADJ
crosswalk,skate,skate,skate,NOUN
crosswalk,crossing a street,crossing,cross,VERB
crosswalk,crossing a street,street,street,NOUN
crotch,inseam,inseam,inseam,NOUN
crown,decorate,decorate,decorate,VERB
crown,superior,superior,superior,ADJ
crown,mouth,mouth,mouth,NOUN
crumb,toss,toss,toss,VERB
crust,add crunch,add,add,VERB
crust,add crunch,crunch,crunch,VERB
crust,dip boat,dip,dip,NOUN
crust,dip boat,boat,boat,NOUN
crust,feed to animal,feed,feed,VERB
crust,feed to animal,animal,animal,NOUN
crutch,step,step,step,VERB
crutch,to lean on,lean,lean,VERB
crutch,to heal,heal,heal,VERB
cryptographer,surveillance,surveillance,surveillance,NOUN
cryptographer,identifying,identifying,identify,VERB
crystal,look at it,look,look,VERB
cube,frozen,frozen,freeze,VERB
cube,ate,ate,eat,VERB
cube,dropped,dropped,drop,VERB
cube,melted,melted,melt,VERB
cube,if it is frozen use it to cool drink,frozen,freeze,VERB
cube,if it is frozen use it to cool drink,use,use,VERB
cube,if it is frozen use it to cool drink,cool,cool,ADJ
cube,if it is frozen use it to cool drink,drink,drink,NOUN
cube,if it is wooden play with like block,wooden,wooden,VERB
cube,if it is wooden play with like block,play,play,VERB
cube,if it is wooden play with like block,block,block,NOUN
cube,if it is made of cement use to build a house,made,make,VERB
cube,if it is made of cement use to build a house,cement,cement,NOUN
cube,if it is made of cement use to build a house,use,use,NOUN
cube,if it is made of cement use to build a house,build,build,VERB
cube,if it is made of cement use to build a house,house,house,NOUN
cube,if it is jello then eat,jello,jello,PROPN
cube,if it is jello then eat,eat,eat,VERB
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,part,part,NOUN
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,linking,link,VERB
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,cube,cube,NOUN
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,set,set,VERB
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,use,use,VERB
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,teach,teach,NOUN
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,addition,addition,NOUN
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,subtraction,subtraction,NOUN
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,grade,grade,NOUN
cube,if it is a part of a linking cube set then use it to teach addition and subtraction to grade schooler,schooler,schooler,NOUN
cube,geometry,geometry,geometry,NOUN
cupboard,use it for storage,use,use,VERB
cupboard,use it for storage,storage,store,VERB
cupboard,organize things in it,organize,organize,VERB
cupboard,sand it,sand,sand,VERB
cupboard,make it bigger,make,make,VERB
cupboard,make it bigger,bigger,bigger,ADJ
cupboard,make it smaller,make,make,VERB
cupboard,make it smaller,smaller,smaller,ADJ
cupboard,buy it,buy,buy,VERB
cupboard,refurbish it,refurbish,refurbish,VERB
curd,fried,fried,fry,VERB
curtain,block sun,block,block,VERB
curtain,block sun,sun,sun,NOUN
curtain,climb,climb,climb,VERB
cushion,bed,bed,bed,NOUN
cushion,sleep,sleep,sleep,VERB
cushion,feed,feed,feed,VERB
cushion,fart,fart,fart,VERB
cushion,lay against,lay,lay,VERB
cushion,sleep on,sleep,sleep,VERB
custodian,mopping,mopping,mop,VERB
custodian,washing,washing,wash,VERB
custodian,dusting,dusting,dust,VERB
cutlery,cutting food,cutting,cut,VERB
cutlery,cutting food,food,food,NOUN
cutlery,table decor,table,table,NOUN
cutlery,table decor,decor,decorate,VERB
cutlery,kitchen decor,kitchen,kitchen,NOUN
cutlery,kitchen decor,decor,decorate,VERB
cutlery,picking up food,picking,pick,VERB
cutlery,picking up food,food,food,NOUN
cutlet,steak,steak,steak,NOUN
cymbal,crash,crash,crash,VERB
dachshund,protector,protector,protect,VERB
daffodil,symbol of affection,symbol,symbol,NOUN
daffodil,symbol of affection,affection,affection,NOUN
dairy,read,read,read,VERB
dairy,to write in,write,write,VERB
daybed,nap,nap,nap,VERB
daybed,change sheets,change,change,VERB
daybed,change sheets,sheets,sheet,NOUN
daybed,hold laundry,hold,hold,VERB
daybed,hold laundry,laundry,laundry,NOUN
daybed,resting,resting,rest,VERB
daybed,lounging,lounging,lounge,VERB
daybed,holding stuff,holding,hold,VERB
deck,hang out with people,hang,hangout,VERB
deck,hang out with people,people,people,NOUN
decor,in a home,home,home,NOUN
decor,in an office,office,office,NOUN
decor,house decorations,house,house,NOUN
decor,house decorations,decorations,decorate,VERB
decor,candles,candles,candle,NOUN
decor,trinkets,trinkets,trinket,NOUN
deer,run over,run,run-over,VERB
deliverer,drop off,drop,drop,VERB
deliverer,order,order,order,VERB
deodorant,odor,odor,odor,NOUN
dermatologist,seen,seen,see,VERB
dermatologist,met,met,meet,VERB
derriere,use bathroom,use,use,VERB
derriere,use bathroom,bathroom,bathroom,NOUN
desert,gather sand,gather,gather,VERB
desert,gather sand,sand,sand,NOUN
desert,travel to,travel,travel,VERB
device,store information,store,store,VERB
device,store information,information,information,NOUN
device,internet,internet,internet,NOUN
device,camera,camera,camera,NOUN
device,platlet breathe,platlet,platlet,NOUN
device,platlet breathe,breathe,breathe,VERB
device,pee on,pee,pee,VERB
device,poop on put up nose,poop,poop,VERB
device,poop on put up nose,put,put,VERB
device,poop on put up nose,nose,nose,NOUN
diaper,change,change,change,VERB
diaper,dispose,dispose,dispose,VERB
diaphragm,breathing,breathing,breathe,VERB
diaphragm,singing,singing,sing,VERB
diaphragm,help breathe,help,help,VERB
diaphragm,help breathe,breathe,breathe,VERB
dice,cut,cut,cut,VERB
dice,monopoly,monopoly,monopoly,NOUN
dinner,company,company,company,NOUN
dinner,time,time,time,NOUN
dinner,hanging out with friends,hanging,hangout,VERB
dinner,hanging out with friends,friends,friend,NOUN
dinner,socializing,socializing,socialize,VERB
dinnerware,used to eat with,used,use,VERB
dinnerware,used to eat with,eat,eat,VERB
dinnerware,used for cooking,used,use,VERB
dinnerware,used for cooking,cooking,cook,VERB
dirt,till,till,till,VERB
dirt,hoe,hoe,hoe,VERB
dirt,shovel,shovel,shovel,VERB
dirt,separate,separate,separate,VERB
dish,put food in,put,put,VERB
dish,put food in,food,food,NOUN
dispenser,get soap,soap,soap,NOUN
dispenser,drinks,drinks,drink,NOUN
dividers,sorting,sorting,sort,VERB
dock,go,go,go,VERB
dock,fish,fish,fish,VERB
dock,to sit,sit,sit,VERB
dock,jump off,jump,jump,VERB
doctor,confide in,confide,confide,VERB
doctor,ask questions,ask,ask,VERB
doctor,ask questions,questions,question,NOUN
document,interpret it,interpret,interpret,VERB
document,study it,study,study,VERB
dogcatcher,catch dogs,catch,catch,VERB
dogcatcher,catch dogs,dogs,dog,NOUN
doll,to dress up,dress,dress,VERB
doll,to ruin,ruin,ruin,VERB
doll,doll,doll,doll,NOUN
dolphin,animal in ocean,animal,animal,NOUN
dolphin,animal in ocean,ocean,ocean,NOUN
dolphin,aquarium,aquarium,aquarium,NOUN
doorframe,holding a door,holding,hold,VERB
doorframe,holding a door,door,door,NOUN
doorframe,walk through it,walk,walk,VERB
doorknob,opening,opening,open,VERB
doorknob,closing,closing,close,VERB
doorknob,locking,locking,lock,VERB
doorman,greet,greet,greet,VERB
doorstep,step one,step,step,VERB
doorstep,step over,step,step,VERB
doorstep,trip over,trip,trip,VERB
doughnut,to use as a reward,use,use,VERB
doughnut,to use as a reward,reward,reward,NOUN
dove,flying,flying,fly,VERB
dove,pecking,pecking,peck,VERB
drawstring,tie,tie,tie,VERB
dress,bandage,bandage,bandage,NOUN
dress,pillow,pillow,pillow,NOUN
dress,gifting,gifting,gift,VERB
driftwood,hammer,hammer,hammer,NOUN
driftwood,saw,saw,see,VERB
drill,practice routine,practice,practice,VERB
drill,practice routine,routine,routine,NOUN
drill,military,military,military,ADJ
drill,bore,bore,bore,VERB
drink,chilled,chilled,chill,VERB
drink,consumed,consumed,consume,VERB
drone,mail,mail,mail,VERB
drone,video,video,video,NOUN
drone,explore,explore,explore,VERB
drone,make deliveries,deliveries,deliver,VERB
drone,race,race,race,NOUN
drone,do tricks,tricks,trick,VERB
drug,take drugs,take,take,VERB
drug,take drugs,drugs,drug,NOUN
drug,medicines,medicines,medicine,NOUN
drug,take for health ailments,take,take,VERB
drug,take for health ailments,health,health,NOUN
drug,take for health ailments,ailments,ailment,NOUN
drumstick,play drum,play,play,VERB
drumstick,play drum,drum,drum,NOUN
drumstick,play cymbals,play,play,VERB
drumstick,play cymbals,cymbals,cymbal,NOUN
drumstick,keep beat,keep,keep,VERB
drumstick,keep beat,beat,beat,NOUN
drumstick,making music,making,make,VERB
drumstick,making music,music,music,NOUN
drumstick,breaking,breaking,break,VERB
drunkard,arrest,arrest,arrest,VERB
dryer,clothes dryer,clothes,clothes,NOUN
dryer,clothes dryer,dryer,dry,VERB
dryer,dry hair,dry,dry,VERB
dryer,dry hair,hair,hair,NOUN
dryer,dry clothes,dry,dry,VERB
dryer,dry clothes,clothes,clothe,NOUN
dryer,dry wet walls,dry,dry,VERB
dryer,dry wet walls,wet,wet,ADJ
dryer,dry wet walls,walls,wall,NOUN
duck,meat,meat,meat,NOUN
duckling,kept,kept,keep,VERB
duckling,cared for,cared,care,VERB
duckling,dried,dried,dry,VERB
dude,friend,friend,friend,NOUN
dude,break your heart,break,break,VERB
dude,break your heart,heart,heart,NOUN
duffel,carry objects,carry,carry,VERB
duffel,carry objects,objects,object,VERB
duffel,hold onto,hold,hold,VERB
duffel,swing,swing,swing,VERB
dumbbell,lift,lift,lift,VERB
dumbbell,tone the body,tone,tone,VERB
dumbbell,tone the body,body,body,NOUN
dumbbell,strength the muscles,muscles,muscle,NOUN
dumpling,describe someone,describe,describe,VERB
dwarf,befriend it,befriend,befriend,VERB
dwarf,love it,love,love,VERB
dwarf,hate it,hate,hate,VERB
dwarf,hang out with it,hang,hang,VERB
dwarf,go on walks,go,go,VERB
dwarf,go on walks,walks,walk,NOUN
dwarf,fight with it,fight,fight,VERB
dwarf,hug it,hug,hug,VERB
dwarf,pick it up,pick,pick,VERB
dwelling,reside,reside,reside,NOUN
dye,use on hair,use,use,VERB
dye,use on hair,hair,hair,NOUN
dye,fabric,fabric,fabric,NOUN
dye,leather,leather,leather,NOUN
dynamite,to destroy,destroy,destroy,VERB
dynamite,to make way,make,make,VERB
dynamite,to make way,way,way,NOUN
earplug,block sound,block,block,NOUN
earplug,block sound,sound,sound,NOUN
earplug,quiet,quiet,quiet,NOUN
earplug,stop up,stop,stop,VERB
earplugs,quiet loud surroundings,quiet,quiet,ADJ
earplugs,quiet loud surroundings,loud,loud,ADJ
earplugs,quiet loud surroundings,surroundings,surrounding,NOUN
earplugs,protect against swimmer's ear,protect,protect,VERB
earplugs,protect against swimmer's ear,swimmer,swimmer,NOUN
earplugs,protect against swimmer's ear,ear,ear,NOUN
earring,accessorize,accessorize,accessorize,VERB
easel,fuel,fuel,fuel,NOUN
easel,hold picture,hold,hold,VERB
easel,hold picture,picture,picture,NOUN
eggplant,eat cook,eat,eat,VERB
eggplant,eat cook,cook,cook,VERB
elbow,bend arm,bend,bend,VERB
elbow,bend arm,arm,arm,NOUN
elbow,extending,extending,extend,VERB
elbow,supporting,supporting,support,VERB
emerald,making jewelry,making,make,VERB
emerald,making jewelry,jewelry,jewelry,NOUN
emerald,color matching,color,color,NOUN
emerald,color matching,matching,match,NOUN
emerald,designing,designing,design,VERB
employer,to pay you,pay,pay,VERB
enamel,teeth,teeth,tooth,NOUN
enamel,seal,seal,seal,VERB
enamel,protect teeth,protect,protect,VERB
enamel,protect teeth,teeth,tooth,NOUN
enamel,buildup,buildup,buildup,NOUN
enemy,friends,friends,friend,NOUN
enemy,war,war,war,NOUN
entree,smash it,smash,smash,VERB
entree,share it,share,share,VERB
entree,take it home,take,take,VERB
environment,cultivate,cultivate,cultivate,VERB
environmentalist,conservation,conservation,conserve,VERB
environmentalist,spreading awareness,spreading,spread,VERB
environmentalist,spreading awareness,awareness,awareness,NOUN
environmentalist,activism,activism,activism,NOUN
environmentalist,education,education,educate,VERB
eraser,use it to take away mistakes,use,use,VERB
eraser,use it to take away mistakes,take,take,VERB
eraser,use it to take away mistakes,mistakes,mistake,NOUN
eraser,start over,start,start,VERB
essay,proofreading,proofreading,proofread,VERB
essay,editing,editing,edit,VERB
essay,turning in,turning,turn,VERB
essay,grading,grading,grad,NOUN
essay,classwork,classwork,classwork,NOUN
essay,homework,homework,homework,NOUN
excavator,treasure,treasure,treasure,NOUN
eyeball,sight,sight,see,VERB
eyebath,savior,savior,savior,NOUN
eyelid,eyeshadow,eyeshadow,eyeshadow,NOUN
eyepiece,to see better,see,see,VERB
eyepiece,glasses,glasses,glassis,NOUN
family,i can watch tv with them,watch,watch,VERB
family,i can watch tv with them,tv,tv,NOUN
family,cooking with them,cooking,cook,VERB
family,go on trips with them,go,go,VERB
family,go on trips with them,trips,trip,NOUN
family,to hang out with,hang,hangout,VERB
farm,hold animals,hold,hold,VERB
farm,hold animals,animals,animal,NOUN
farm,plant fruits and vegetables,plant,plant,NOUN
farm,plant fruits and vegetables,fruits,fruit,NOUN
farm,plant fruits and vegetables,vegetables,vegetables,NOUN
farm,mowing,mowing,mow,VERB
farm,grass cutting,grass,grass,NOUN
farm,grass cutting,cutting,cut,VERB
farmer,tends to animals,tends,tend,VERB
farmer,tends to animals,animals,animal,NOUN
farmer,tends to plants,tends,tend,VERB
farmer,tends to plants,plants,plant,NOUN
farmer,used to buy fresh produce,used,use,VERB
farmer,used to buy fresh produce,buy,buy,VERB
farmer,used to buy fresh produce,fresh,fresh,ADJ
farmer,used to buy fresh produce,produce,produce,NOUN
faucet,wash hands,wash,wash,VERB
faucet,wash hands,hands,hand,NOUN
feline,cats,cats,cat,NOUN
feline,lions,lions,lion,NOUN
femur,to run,run,run,VERB
femur,to stand,stand,stand,VERB
femur,to climb,climb,climb,VERB
femur,to swim,swim,swim,VERB
fender,car protection,car,car,NOUN
fender,car protection,protection,protect,VERB
ferret,cuddle,cuddle,cuddle,VERB
figurine,display,display,display,VERB
figurine,figurine,figurine,figurine,NOUN
fingerboard,skateboard,skateboard,skateboard,NOUN
fingerboard,finger tray,finger,finger,NOUN
fingerboard,finger tray,tray,tray,NOUN
fingerboard,tap,tap,tap,VERB
fingernail,scratching,scratching,scratch,VERB
fingernail,digging,digging,dig,VERB
fingernail,biting,biting,bite,VERB
fingernail,expression,expression,express,VERB
