Cue,Answer,Shuffle,Stimuli Notes,Value,Rand
honeydew,,667,5.444444444,1304,0.880806978
box,,668,6.291666667,294,0.637050956
bucket,,669,6,341,0.459674705
flowerbed,,670,5.041666667,1016,0.304375382
brick,,671,5.64,317,0.988625431
bifocals,,672,5.875,212,0.808390097
shaker,,673,4.36,2318,0.494967943
journal,,674,6,1390,0.159293473
slide,,675,5.130434783,2411,0.551351131
Shirt,,676,6.473045822,2346,0.961696287
lodge,,677,4.833333333,1539,0.783979723
diaper,,678,5.64,787,0.798154395
crown,,679,6.173913043,711,0.805622966
breadbasket,,680,5.222222222,309,0.327360087
turtleneck,,681,5.375,2806,0.264717554
stapler,,682,6.458333333,2508,0.347512878
auditorium,,683,4.392857143,97,0.782471662
actress,,684,4.92,11,0.201024264
ice,,685,5.458333333,1344,0.778511489
suture,,686,4.652173913,2600,0.777769684
prize,,687,4.916666667,2069,0.010907135
shovel,,688,5.925925926,2363,0.76196992
earplug,,689,6.111111111,879,0.54821895
pantaloons,,690,4.695652174,1858,0.760981626
fir,,691,4.272727273,982,0.898314933
parcel,,692,5.583333333,1873,0.961736569
placard,,693,4.458333333,1983,0.329424591
enemy,,694,4.375,907,0.693147684
smuggler,,695,4.481481481,2424,0.190556966
floor,,696,5.666666667,1008,0.184955478
harp,,697,5.8,1253,0.109632044
gymnasium,,698,4.464285714,1204,0.224441114
cricket,,699,4.653846154,695,0.214254514
wildlife,,700,4.44,2939,0.933425079
lampshade,,701,5.296296296,1458,0.188922573
charcoal,,702,4.740740741,496,0.655554816
rock,,703,5.48,2183,0.337903261
shin,,704,5.592592593,2339,0.519515423
puck,,705,4.608695652,2087,0.5338711
nightlight,,706,4.821428571,1772,0.978531
cactus,,707,4.5,392,0.569639251
breast,,708,5.4,312,0.043510224
herb,,709,5.826086957,1280,0.488867335
blueberry,,710,6,249,0.943458705
countrywoman,,711,4.44,666,0.767574871
hibiscus,,712,4.952380952,1285,0.626368484
sugar,,713,6.173913043,2580,0.173362248
woodpecker,,714,4.833333333,2961,0.408728894
bong,,715,5.6,268,0.661474605
quarters,,716,5.909090909,2112,0.421921474
artichoke,,717,5.708333333,78,0.027728576
bosom,,718,5.52,286,0.945975664
giblets,,719,4.714285714,1101,0.668572345
leotard,,720,5.363636364,1493,0.713631949
dude,,721,5,863,0.226292389
perspiration,,722,4.826086957,1931,0.818188278
snowflake,,723,5,2434,0.972688735
housemaid,,724,4.84,1332,0.082167944
turntable,,725,5.347826087,2804,0.886697019
microphone,,726,6.043478261,1654,0.730798037
seam,,727,4.44,2295,0.029681861
carpet,,728,6.041666667,437,0.091069871
cornstarch,,729,5.043478261,650,0.322303839
capes,,730,4.481481481,425,0.058894933
dryer,,731,5.56,857,0.515568196
cod,,732,4.458333333,591,0.408947955
grape,,733,6.214285714,1156,0.457304665
sandbag,,734,5.25,2233,0.672046976
railroad,,735,4.333333333,2128,0.54684231
sheep,,736,4.5,2328,0.939177216
boxer,,737,4.608695652,295,0.635874427
polyester,,738,5.086956522,2025,0.486062522
drunkard,,739,4.571428571,856,0.285998193
lock,,740,5.173913043,1535,0.90554972
sandcastle,,741,5.095238095,2236,0.511491024
spike,,742,4.615384615,2473,0.545940367
painkiller,,743,5.518518519,1846,0.316542551
baton,,744,5.913043478,171,0.883078478
cutlet,,745,5.272727273,739,0.899271979
pickaxe,,746,5.333333333,1949,0.272116032
kindling,,747,4.583333333,1421,0.039325736
salmon,,748,4.454545455,2224,0.308621104
toupee,,749,6.217391304,2743,0.759692007
dice,,750,6.192307692,789,0.967128532
slug,,751,4.434782609,2418,0.458803777
magazine,,752,6.166666667,1569,0.345576136
prisoner,,753,4.307692308,2067,0.439283769
sauce,,754,5.130434783,2247,0.513278326
rucksack,,755,5.041666667,2203,0.599599448
crepe,,756,5.416666667,692,0.461819539
pincushion,,757,5.260869565,1969,0.781665288
powder,,758,5.416666667,2054,0.401284528
roast,,759,4.821428571,2179,0.992823998
thumbscrew,,760,5.173913043,2689,0.65329656
snot,,761,5.32,2429,0.389267815
citrus,,762,4.6,544,0.540841609
weapon,,763,5.52173913,2914,0.471053028
poster,,764,5.583333333,2043,0.767346801
pal,,765,4.333333333,1852,0.866100355
tracksuit,,766,5.653846154,2752,0.23464912
paratrooper,,767,4.291666667,1872,0.246368149
wallet,,768,6.136363636,2888,0.225303707
lamb,,769,4.444444444,1453,0.69971583
caretaker,,770,5.071428571,433,0.100607423
beverage,,771,6.208333333,206,0.924119879
mat,,772,5.814814815,1619,0.401188237
merchantman,,773,4.5,1649,0.903328675
mistletoe,,774,4.592592593,1668,0.623253959
revolver,,775,5.555555556,2161,0.026141084
marble,,776,5.48,1602,0.149255427
insect,,777,5.125,1357,0.664903134
steelworker,,778,4.44,2518,0.368072678
hatchet,,779,5.791666667,1261,0.128633882
head,,780,5.48,1263,0.453747939
foxhound,,781,4.347826087,1052,0.132476574
bum,,782,4.346153846,357,0.688986044
electronics,,783,5.12,899,0.638186534
kaleidoscope,,784,5.84,1400,0.135806024
breastbone,,785,5.318181818,313,0.603483153
fridge,,786,6.166666667,1056,0.464283559
bug,,787,5.296296296,347,0.872982747
father,,788,6.035714286,951,0.177455126
skin,,789,6.16,2399,0.020886724
lingerie,,790,5.72,1518,0.572115886
bunkmate,,791,4.458333333,362,0.990824712
gambler,,792,4.416666667,1070,0.425400379
billfold,,793,5.444444444,215,0.982545765
fondue,,794,4.92,1026,0.74868349
receipts,,795,5.04,2144,0.953062768
mothball,,796,5.12,1691,0.964691263
marshmallow,,797,6.173913043,1611,0.341569418
townsfolk,,798,4.583333333,2748,0.970426414
daiquiri,,799,5.454545455,749,0.644735907
sedative,,800,4.416666667,2307,0.365305689
housekeeper,,801,4.458333333,1331,0.888029545
flagpole,,802,4.785714286,996,0.453208027
scythe,,803,4.727272727,2293,0.081812989
cherry,,804,5.454545455,511,0.321321714
subway,,805,5,2577,0.98227085
vermicelli,,806,5.571428571,2850,0.748756613
appliance,,807,5.791666667,62,0.769783422
apricot,,808,6.291666667,66,0.995280621
intercom,,809,4.695652174,1363,0.853702441
Grasshopper,,810,4.753721245,1161,0.631524214
hearse,,811,4.928571429,1274,0.673201316
fingerprint,,812,4.291666667,980,0.220511383
eyelash,,813,5.423076923,935,0.527362706
pea,,814,5.777777778,1890,0.861439366
inspector,,815,4.391304348,1359,0.242268193
haystack,,816,4.956521739,1262,0.659571138
shipmate,,817,4.72,2345,0.774354107
roadway,,818,4.565217391,2178,0.192935669
arm,,819,6.47826087,71,0.925944129
salesgirl,,820,4.769230769,2220,0.082248881
plane,,821,5.458333333,1986,0.203318719
razor,,822,6.12,2142,0.056176721
dietician,,823,4.72,791,0.466704962
liquid,,824,5.260869565,1524,0.321872939
snowball,,825,5.5,2431,0.143942854
bratwurst,,826,5.434782609,307,0.625102194
cuticle,,827,5.08,737,0.981420344
shorts,,828,6.04,2359,0.973765651
doorknocker,,829,5.52173913,825,0.961050371
club,,830,5.458333333,576,0.337695285
raisin,,831,5.64,2134,0.272336245
traveller,,832,4.5,2767,0.757322796
hubcap,,833,4.833333333,1334,0.097436016
spoon,,834,6.115384615,2482,0.213167636
carriage,,835,5.08,440,0.35198911
player,,836,4.72,1999,0.968261434
undershirt,,837,5.954545455,2824,0.230934942
mail,,838,6.125,1577,0.960668374
heel,,839,4.666666667,1276,0.364472647
web,,840,4.375,2917,0.07564267
recruiter,,841,4.347826087,2149,0.094929085
whiskers,,842,4.625,2929,0.016400371
shoelace,,843,6.16,2351,0.491082523
kiwi,,844,6.08,1430,0.639617568
shoestring,,845,6.36,2352,0.103386452
chinchilla,,846,4.925925926,528,0.932461993
ball,,847,6.608695652,128,0.22268434
cubical,,848,4.36,722,0.555956074
marionette,,849,4.333333333,1607,0.239086256
horsefly,,850,4.32,1313,0.128854278
melon,,851,5.681818182,1641,0.714880294
peacock,,852,4.8,1892,0.379182657
reefer,,853,4.52173913,2151,0.532492067
dartboard,,854,5.608695652,759,0.267211371
chopsticks,,855,6.391304348,534,0.12111344
puppy,,856,6.25,2104,0.657314439
canvas,,857,5.590909091,420,0.874071933
seaplane,,858,4.333333333,2297,0.432682347
dancer,,859,5.090909091,754,0.545210897
stepchild,,860,5.04,2524,0.735613852
drawer,,861,6,839,0.020367593
eggbeater,,862,5.96,893,0.11369401
cassette,,863,5.148148148,453,0.47456788
streetwalker,,864,4.84,2566,0.15320214
drawers,,865,5.869565217,840,0.225533231
saffron,,866,4.666666667,2214,0.91541526
advisor,,867,4.347826087,16,0.306787272
loo,,868,4.952380952,1547,0.944259023
puppet,,869,5.739130435,2103,0.435409395
wool,,870,5.392857143,2967,0.698769358
checkbook,,871,5.666666667,499,0.425587681
blade,,872,5.833333333,231,0.917373742
brother,,873,5.043478261,335,0.432435812
locksmith,,874,4.8,1538,0.890036782
tiller,,875,4.541666667,2698,0.164354826
sign,,876,4.666666667,2379,0.601479612
cockatoo,,877,4.666666667,587,0.224004944
lipstick,,878,5.928571429,1522,0.577896771
factory,,879,4.44,941,0.280926781
birdseed,,880,5.739130435,222,0.956785172
woodblock,,881,5.4,2957,0.000911535
fairground,,882,4.608695652,943,0.254444575
chart,,883,4.428571429,497,0.942108793
proofreader,,884,4.36,2073,0.78063647
schoolboy,,885,4.92,2270,0.08999478
peashooter,,886,4.84,1897,0.915812698
underwear,,887,6.52173913,2825,0.017337358
bolt,,888,4.925925926,263,0.225405371
letter,,889,5.259259259,1495,0.658010365
sarong,,890,5.357142857,2243,0.398804468
compost,,891,5.041666667,614,0.722895407
copier,,892,5.136363636,636,0.426192694
buffalo,,893,4.692307692,345,0.582569981
shore,,894,4.333333333,2355,0.660049672
album,,895,5.791666667,23,0.231355188
singer,,896,4.821428571,2384,0.068776343
collie,,897,5.730769231,603,0.293042848
syrup,,898,5.16,2614,0.480576969
gum,,899,6.36,1195,0.973333942
trumpet,,900,6.291666667,2787,0.850134998
sailcloth,,901,4.454545455,2217,0.406078443
repairer,,902,4.583333333,2155,0.34044344
nightcaps,,903,4.708333333,1767,0.050096921
shrubbery,,904,4.653846154,2369,0.699361245
wing,,905,4.48,2949,0.673392846
tie,,906,6.260869565,2694,0.276546396
drain,,907,4.291666667,836,0.644056443
hurdle,,908,4.36,1337,0.835252702
warden,,909,4.434782609,2893,0.782765752
latch,,910,5.541666667,1469,0.403713267
hairstyle,,911,4.68,1217,0.474140169
incubator,,912,4.291666667,1352,0.921173331
theologian,,913,4.47826087,2674,0.353924439
gravel,,914,5.461538462,1164,0.895035474
marmalade,,915,6.041666667,1610,0.374321308
folder,,916,6.260869565,1024,0.704916345
goatee,,917,4.375,1123,0.738463999
prop,,918,5.125,2074,0.316932676
worm,,919,4.681818182,2975,0.797543421
crossword,,920,4.555555556,707,0.583325766
mansions,,921,4.260869565,1594,0.475635847
pub,,922,4.666666667,2084,0.25952428
compressor,,923,4.5,615,0.466861581
outfit,,924,6.130434783,1828,0.398220856
dentist,,925,5.038461538,775,0.139852212
dynamite,,926,5.260869565,874,0.78215374
memo,,927,5.04,1642,0.10302145
daisy,,928,5,751,0.900654949
fiddle,,929,6.043478261,970,0.5122889
chronometer,,930,4.5,539,0.284768844
bible,,931,5.826086957,208,0.324631078
pocketknife,,932,5.692307692,2015,0.633157619
lodging,,933,4.620689655,1540,0.172344777
tinplate,,934,4.869565217,2704,0.566853662
costume,,935,6.28,657,0.522143133
sprinter,,936,4.565217391,2490,0.255243644
ash,,937,4.333333333,81,0.921336914
pumice,,938,4.857142857,2095,0.227303187
fan,,939,5.72,945,0.861017212
hairnet,,940,5.458333333,1214,0.064711462
tin,,941,4.727272727,2701,0.734382552
artifact,,942,4.416666667,79,0.765499719
seed,,943,5.185185185,2308,0.014236888
dollar,,944,6.24,815,0.953092348
cloverleaf,,945,4.565217391,575,0.317012653
glassblower,,946,4.52173913,1111,0.574282045
stretcher,,947,5.08,2567,0.175250095
trousers,,948,6.185185185,2783,0.281296816
skillet,,949,5.409090909,2398,0.236328693
stairwell,,950,5.038461538,2502,0.416299371
bead,,951,5.545454545,178,0.648715325
balm,,952,4.583333333,134,0.632454945
summerhouse,,953,5,2584,0.005502834
machinery,,954,5.416666667,1568,0.158340386
songbook,,955,5.76,2452,0.921781306
rotisserie,,956,4.791666667,2198,0.425985486
pimple,,957,5.72,1966,0.416217372
dessert,,958,5.695652174,781,0.650065206
sidewalk,,959,5.291666667,2377,0.314744474
powerboat,,960,5.782608696,2056,0.281136621
washcloth,,961,6.192307692,2898,0.782628597
film,,962,4.32,976,0.691653447
pajama,,963,5.962962963,1850,0.132262758
fabric,,964,6.08,939,0.480559359
balloon,,965,5.523809524,130,0.32616005
drawing,,966,4.695652174,841,0.486801587
mango,,967,6.24,1588,0.256269143
gazebo,,968,5.25,1090,0.458250717
hose,,969,5.565217391,1318,0.912685591
termite,,970,4.32,2666,0.766142266
luggage,,971,5.304347826,1556,0.552694425
bobsleigh,,972,5.64,258,0.346646786
magician,,973,4.5,1571,0.777633307
bonbon,,974,4.807692308,265,0.720253571
baseball,,975,6.037037037,157,0.250866821
reindeer,,976,4.5,2153,0.273020093
sculpture,,977,5.782608696,2292,0.174656033
dime,,978,6.083333333,793,0.390549244
straw,,979,6,2560,0.877814982
appraiser,,980,4.428571429,64,0.495272772
handshake,,981,5.636363636,1243,0.723474875
mannequin,,982,4.48,1592,0.825405394
cowskin,,983,4.652173913,673,0.642496907
sage,,984,4.375,2215,0.070534829
hairpiece,,985,5.956521739,1215,0.297195839
cadet,,986,4.291666667,394,0.738216719
outlet,,987,4.541666667,1830,0.619429366
senorita,,988,4.391304348,2311,0.764869834
bedroom,,989,5.708333333,187,0.811979773
buoy,,990,5.125,364,0.101508321
tortilla,,991,6.037037037,2740,0.648506749
griddle,,992,5.739130435,1175,0.204367148
beanstalk,,993,4.5,181,0.887269567
popcorn,,994,6,2035,0.271555262
terrier,,995,5.416666667,2668,0.853189773
throat,,996,5.347826087,2685,0.247437582
foghorn,,997,4.583333333,1023,0.476615049
logbook,,998,5.565217391,1542,0.681998299
scoop,,999,4.28,2277,0.975180141
wallpaper,,1000,4.875,2889,0.457604614
labrador,,1001,5.074074074,1444,0.124319645
pinwheel,,1002,5.8,1975,0.444403405
macaroon,,1003,4.346153846,1563,0.049365149
gold,,1004,4.75,1132,0.774350274
nectar,,1005,4.608695652,1744,0.9687728
phonograph,,1006,4.423076923,1941,0.67900659
loincloth,,1007,4.833333333,1544,0.01777131
hammock,,1008,6.166666667,1224,0.185875686
jaw,,1009,5.5,1376,0.905837343
bellflower,,1010,4.428571429,198,0.14135047
mandolin,,1011,5.304347826,1587,0.992890069
lobbyist,,1012,4.4,1532,0.889134507
tongue,,1013,5.928571429,2728,0.973617504
mutt,,1014,4.958333333,1728,0.120910722
shower,,1015,5.391304348,2364,0.579223568
catfish,,1016,5,459,0.604672417
wafer,,1017,5.909090909,2877,0.931865287
shelf,,1018,4.782608696,2332,0.086090864
gravy,,1019,5.333333333,1167,0.717809915
anklet,,1020,5.708333333,43,0.659050011
crumpet,,1021,5.136363636,715,0.332334364
broom,,1022,6.416666667,332,0.112184071
coke,,1023,6.2,596,0.089822276
Toilet,,1024,6.368918919,2719,0.789000486
scar,,1025,4.608695652,2266,0.369745255
farmhand,,1026,4.4,948,0.830285329
toboggan,,1027,5.68,2713,0.731617262
receipt,,1028,5.28,2143,0.827374267
workbook,,1029,5.703703704,2969,0.59413977
shortcake,,1030,5.846153846,2357,0.658470232
stethoscope,,1031,5.8,2533,0.032379282
neck,,1032,6.12,1738,0.15096981
nurse,,1033,5.130434783,1786,0.42839703
genitalia,,1034,5.64,1096,0.737455521
cream,,1035,5.153846154,688,0.561859435
slipcover,,1036,5.409090909,2415,0.202075766
partner,,1037,5.230769231,1879,0.171448302
tobacco,,1038,5.666666667,2712,0.348773592
caseworker,,1039,4.32,447,0.044631855
machetes,,1040,5.260869565,1566,0.890397938
watch,,1041,5.269230769,2905,0.235496905
encyclopedia,,1042,6.16,906,0.733115728
corvette,,1043,5.875,654,0.484986472
patrolman,,1044,4.814814815,1888,0.383790265
goat,,1045,4.8,1122,0.331985791
fence,,1046,5.62962963,962,0.462536133
creamer,,1047,5.24,689,0.976952276
lint,,1048,5.04,1520,0.72200839
fountain,,1049,5.208333333,1050,0.633891842
watchmaker,,1050,4.56,2908,0.381450512
woodshed,,1051,5.25,2964,0.210010171
laxative,,1052,5.206896552,1476,0.827402237
mentor,,1053,4.347826087,1645,0.570505968
llama,,1054,4.75,1530,0.940050955
lambskin,,1055,4.416666667,1454,0.690896227
ductwork,,1056,4.52173913,862,0.409527308
male,,1057,5.5,1581,0.27446193
saltshaker,,1058,6,2228,0.087603339
telescope,,1059,5.916666667,2659,0.548611427
barber,,1060,4.958333333,147,0.779479627
harmonica,,1061,6.416666667,1251,0.845063225
ornament,,1062,6.181818182,1823,0.998707225
edibles,,1063,5.428571429,888,0.341038926
teardrop,,1064,4.695652174,2651,0.380138083
engine,,1065,5.333333333,908,0.128914388
motorcycle,,1066,5.555555556,1696,0.62938025
rain,,1067,4.958333333,2129,0.893890864
curler,,1068,4.454545455,730,0.741093099
screwdriver,,1069,6.52173913,2287,0.220320709
leftovers,,1070,5.625,1485,0.349934709
houseboat,,1071,4.956521739,1327,0.078689969
tombstone,,1072,5.043478261,2725,0.273275065
alfalfa,,1073,5.045454545,26,0.1332912
switchboard,,1074,4.777777778,2610,0.925747236
beagle,,1075,5.2,179,0.616805077
flashbulb,,1076,4.375,1001,0.629683234
vitamins,,1077,5.12,2870,0.952358959
evergreen,,1078,4.444444444,923,0.294521341
drugstore,,1079,5.260869565,853,0.581825983
manicure,,1080,4.730769231,1590,0.1995438
vase,,1081,5.36,2838,0.037039394
rosary,,1082,5.791666667,2193,0.270107865
gear,,1083,4.695652174,1091,0.867732272
jet,,1084,5.041666667,1383,0.574627572
rag,,1085,5.666666667,2126,0.867262022
handle,,1086,4.958333333,1239,0.837622991
critter,,1087,4.863636364,697,0.020818523
locket,,1088,5.333333333,1537,0.726702365
clover,,1089,4.695652174,574,0.467038467
scorecard,,1090,4.875,2279,0.005628161
toffee,,1091,5.608695652,2716,0.995417769
kneecap,,1092,5.714285714,1434,0.122056671
shirttail,,1093,5.333333333,2348,0.56761113
forklift,,1094,5.541666667,1048,0.746760437
lamplight,,1095,4.291666667,1456,0.241565984
auto,,1096,4.391304348,100,0.633727133
lotion,,1097,6.28,1548,0.077716612
dressing,,1098,5.08,845,0.024846269
tub,,1099,6.086956522,2789,0.006517216
jeweler,,1100,4.695652174,1385,0.23942267
pistachio,,1101,5.541666667,1978,0.346562769
stereo,,1102,5.68,2531,0.446672274
greenery,,1103,4.375,1170,0.663615272
mustard,,1104,5.8,1727,0.310063549
tummy,,1105,5.125,2796,0.537045485
glue,,1106,5.043478261,1118,0.048454562
lid,,1107,5.428571429,1503,0.999014504
elephant,,1108,4.36,900,0.837946143
twig,,1109,5.28,2811,0.495724488
chair,,1110,6.88,485,0.668282677
playground,,1111,4.695652174,2000,0.897793338
wheelhouse,,1112,4.434782609,2924,0.948512904
masseuse,,1113,5.086956522,1616,0.143923019
horn,,1114,5.291666667,1311,0.976975589
yacht,,1115,4.88,2987,0.325030182
rhinestone,,1116,5.291666667,2162,0.764546581
steamboat,,1117,4.541666667,2516,0.220694021
forceps,,1118,4.869565217,1041,0.373524564
tuxedo,,1119,5.259259259,2809,0.354602152
gunnysack,,1120,4.666666667,1200,0.457718486
maidservant,,1121,4.333333333,1576,0.698218704
clarinet,,1122,5.923076923,548,0.471063365
birthmark,,1123,4.333333333,223,0.501657581
lapdog,,1124,4.739130435,1465,0.335948226
hog,,1125,4.407407407,1295,0.339782842
shuttle,,1126,4.695652174,2372,0.501454535
entomologist,,1127,4.583333333,911,0.614583519
amphibian,,1128,4.357142857,37,0.854205204
trucks,,1129,6.2,2786,0.24192954
stamp,,1130,5.304347826,2506,0.459475683
flask,,1131,5.416666667,1003,0.410538704
cathedral,,1132,4.5,460,0.986915949
earphone,,1133,5.52173913,877,0.340328788
crucifix,,1134,5.68,712,0.375137674
cock,,1135,5.04,586,0.404077222
mosquito,,1136,4.4,1687,0.362043012
shrub,,1137,5.259259259,2368,0.148866381
vegetable,,1138,6.391304348,2841,0.189885729
generator,,1139,4.47826087,1094,0.708062581
algae,,1140,4.458333333,27,0.687227414
matchstick,,1141,6.103448276,1622,0.667470628
butter,,1142,6.217391304,375,0.147818284
viewfinder,,1143,4.916666667,2857,0.571709017
poncho,,1144,5.458333333,2028,0.48079427
washer,,1145,5.518518519,2899,0.109488877
dart,,1146,5.291666667,758,0.688744371
traveler,,1147,4.714285714,2766,0.7663085
clubhouse,,1148,4.28,577,0.604371348
buttermilk,,1149,4.826086957,377,0.710224765
dandruff,,1150,4.72,756,0.553084418
harpist,,1151,4.304347826,1254,0.244143745
genitals,,1152,6.130434783,1097,0.400051234
ink,,1153,5.56,1356,0.607533326
honey,,1154,5.434782609,1302,0.722168612
tower,,1155,4.307692308,2747,0.015012916
chambermaid,,1156,4.727272727,492,0.587976201
garden,,1157,5.913043478,1076,0.285606366
skateboarder,,1158,4.739130435,2391,0.644910022
swamp,,1159,4.52173913,2602,0.862310009
flesh,,1160,4.782608696,1007,0.578571778
mailbag,,1161,5.041666667,1578,0.385259124
comic,,1162,4.88,608,0.52906397
house,,1163,5.782608696,1326,0.505567762
quadriceps,,1164,4.5,2109,0.927418534
tote,,1165,4.28,2742,0.381020449
crisps,,1166,5.130434783,696,0.102907541
ass,,1167,5.304347826,87,0.128366314
ceramic,,1168,4.62962963,479,0.127971874
gatehouse,,1169,4.464285714,1086,0.030067495
manhole,,1170,4.72,1589,0.475856617
baklava,,1171,5.454545455,126,0.67252704
clitoris,,1172,6.090909091,564,0.92528309
tank,,1173,4.608695652,2631,0.495653559
bedspread,,1174,6.08,188,0.054747267
salad,,1175,6.111111111,2218,0.466682363
monk,,1176,5.173913043,1680,0.475833569
twine,,1177,5.5,2812,0.436601767
pie,,1178,5.869565217,1953,0.817428636
walker,,1179,5.181818182,2885,0.225630288
dance,,1180,4.44,753,0.210841804
denims,,1181,5.541666667,774,0.571481343
piccolo,,1182,4.956521739,1948,0.266218097
canteen,,1183,5.607142857,419,0.478481246
piercing,,1184,5,1954,0.302184076
stopwatch,,1185,6.041666667,2549,0.812942197
makeup,,1186,6,1580,0.407523064
straitjacket,,1187,5.037037037,2558,0.770954805
buckle,,1188,4.846153846,342,0.420732514
gyroscope,,1189,4.814814815,1207,0.518024929
porridge,,1190,4.80952381,2038,0.226224278
epidermis,,1191,5.636363636,916,0.203650559
bat,,1192,5.041666667,166,0.007785369
goldsmith,,1193,4.375,1134,0.348990826
trombone,,1194,5.75,2781,0.477357634
newspaperman,,1195,4.48,1761,0.676039813
bleacher,,1196,5.083333333,235,0.237933917
acorn,,1197,5.28,8,0.226034468
signpost,,1198,5.25,2380,0.495356372
sushi,,1199,5.708333333,2597,0.102266266
oilcan,,1200,4.782608696,1802,0.943196409
train,,1201,5.333333333,2756,0.399821565
suitcase,,1202,6.08,2583,0.497880313
damsel,,1203,4.652173913,752,0.979544968
calipers,,1204,4.666666667,403,0.126530189
binoculars,,1205,6.16,218,0.501386564
tepee,,1206,4.916666667,2665,0.031465611
roommate,,1207,5.16,2189,0.700228299
gift,,1208,5.380952381,1102,0.119299181
backgammon,,1209,4.869565217,115,0.973864898
tricycle,,1210,6.173913043,2775,0.61037498
bulb,,1211,5.391304348,351,0.177968887
fedora,,1212,6.291666667,958,0.921091513
bridegroom,,1213,4.384615385,320,0.221741376
game,,1214,4.518518519,1071,0.724311599
brickwork,,1215,4.777777778,319,0.63034646
offspring,,1216,4.913043478,1801,0.688727773
broccoli,,1217,5.04,327,0.675911769
dildo,,1218,6.52173913,792,0.359697318
chairwoman,,1219,4.347826087,488,0.537040183
germ,,1220,4.333333333,1100,0.401387694
lei,,1221,5.058823529,1488,0.689243752
cologne,,1222,5.541666667,604,0.545252119
horseshoe,,1223,5.2,1316,0.39136791
mammal,,1224,5.291666667,1585,0.612894163
narcotics,,1225,4.956521739,1736,0.332286581
taxi,,1226,5.464285714,2639,0.84208141
snail,,1227,4.52173913,2426,0.923421612
broach,,1228,5.041666667,326,0.873476961
nutcracker,,1229,5.36,1790,0.39078167
salt,,1230,5.260869565,2227,0.201353444
moneybags,,1231,5,1678,0.303590974
carnival,,1232,5.125,434,0.34861203
hairbrush,,1233,6.48,1210,0.804838118
cornfield,,1234,4.739130435,646,0.867365742
Donut,,1235,,3003,0.365184586
bootlace,,1236,5.64,283,0.844378633
tree,,1237,5.84,2772,0.324741809
tightrope,,1238,4.590909091,2695,0.5539317
fluid,,1239,4.923076923,1018,0.626399248
ashes,,1240,4.862068966,83,0.70407494
tooth,,1241,6.037037037,2731,0.844875472
vendor,,1242,5,2847,0.807258877
woman,,1243,5.333333333,2955,0.245954644
vermouth,,1244,4.318181818,2851,0.228104734
fossil,,1245,4.925925926,1049,0.874093482
stallion,,1246,4.88,2505,0.27792808
tomb,,1247,4.739130435,2724,0.147761726
antihistamine,,1248,5.260869565,49,0.522980549
beefcake,,1249,4.458333333,190,0.594337665
label,,1250,5.375,1442,0.592697272
flashlight,,1251,5.869565217,1002,0.527294364
envelope,,1252,5.64,913,0.787642352
ramp,,1253,4.666666667,2136,0.713067963
crypt,,1254,4.541666667,718,0.045845513
grandparent,,1255,5.56,1152,0.167861538
portfolio,,1256,4.8,2039,0.492204735
chaplain,,1257,4.72,495,0.966721274
deerskin,,1258,4.826086957,766,0.793854008
commode,,1259,5.481481481,610,0.117401626
cracker,,1260,5.24,676,0.510191288
path,,1261,4.37037037,1887,0.190571516
chrysanthemum,,1262,5.727272727,540,0.932801817
doorbell,,1263,5.916666667,822,0.572561776
bathroom,,1264,6,169,0.101941443
granny,,1265,5.083333333,1155,0.302646535
boulder,,1266,4.958333333,288,0.526217593
ledge,,1267,4.541666667,1482,0.57068333
crowbar,,1268,6.25,710,0.320697676
gauze,,1269,5.88,1088,0.356160349
motorist,,1270,5.12,1698,0.119048278
vaginal,,1271,4.36,2833,0.908960324
fountainhead,,1272,4.523809524,1051,0.042277006
bunkhouse,,1273,4.625,361,0.150316653
suspenders,,1274,5.24,2599,0.91701663
penny,,1275,6.448275862,1917,0.648794196
footbath,,1276,5.090909091,1032,0.607424384
environment,,1277,4.52173913,914,0.141432151
waiter,,1278,4.48,2883,0.08047878
holster,,1279,4.68,1298,0.918745461
minister,,1280,4.84,1663,0.907840374
axe,,1281,6.153846154,106,0.597802636
prosthesis,,1282,4.689655172,2079,0.466438186
maid,,1283,4.458333333,1574,0.648437975
marijuana,,1284,6.04,1606,0.534165831
sling,,1285,4.909090909,2413,0.891759813
bin,,1286,5.260869565,217,0.870696725
sink,,1287,5.48,2385,0.652927038
daughter,,1288,5.192307692,760,0.322395969
bangle,,1289,5.115384615,139,0.811649319
puke,,1290,4.5,2091,0.75108716
watermelon,,1291,5.869565217,2911,0.101416445
racehorse,,1292,5.208333333,2118,0.754913971
handbag,,1293,6,1229,0.494065236
yearbook,,1294,5.56,2992,0.3747712
sauna,,1295,5.363636364,2251,0.802464898
extinguisher,,1296,5.043478261,928,0.866025303
carpeting,,1297,5.115384615,438,0.900071999
pepper,,1298,5.875,1921,0.51260415
pillar,,1299,5.041666667,1961,0.56170011
pliers,,1300,6.086956522,2007,0.303050186
divorcee,,1301,4.5,807,0.882392822
oregano,,1302,5.64,1819,0.948711001
glassware,,1303,5.964285714,1113,0.538524364
residence,,1304,4.333333333,2157,0.416081032
headdress,,1305,5.541666667,1265,0.112210064
cradle,,1306,5.652173913,678,0.526019594
caviar,,1307,4.818181818,468,0.271405967
compass,,1308,5.538461538,612,0.979445035
beer,,1309,5.791666667,192,0.863265294
newsman,,1310,4.285714286,1759,0.857043945
